plasmid,start,end,direction,gene_name,type,product
DH5a_AziR_reorientated_DnaA,3813709,3814423,=>,UPF0174 protein YaaW,CDS,UPF0174 protein YaaW
DH5a_AziR_reorientated_DnaA,3814571,3815138,=>,Succinate-acetate/proton symporter SatP,CDS,Succinate-acetate/proton symporter SatP
DH5a_AziR_reorientated_DnaA,3815172,3815760,<=,Molybdopterin adenylyltransferase,CDS,Molybdopterin adenylyltransferase (EC 2.7.7.75)
DH5a_AziR_reorientated_DnaA,3815874,3816828,<=,Transaldolase,CDS,Transaldolase (EC 2.2.1.2)
DH5a_AziR_reorientated_DnaA,3817106,3818537,=>,Putative alanine/glycine transport protein,CDS,Putative alanine/glycine transport protein
DH5a_AziR_reorientated_DnaA,3818606,3819383,=>,UPF0246 protein YaaA,CDS,UPF0246 protein YaaA
DH5a_AziR_reorientated_DnaA,3819535,3819832,<=,Uncharacterized protein YaaX,CDS,Uncharacterized protein YaaX
DH5a_AziR_reorientated_DnaA,3820045,3821332,<=,Threonine synthase,CDS,Threonine synthase (EC 4.2.3.1)
DH5a_AziR_reorientated_DnaA,3821332,3822265,<=,Homoserine kinase,CDS,Homoserine kinase (EC 2.7.1.39)
DH5a_AziR_reorientated_DnaA,3822266,3824729,<=,Aspartokinase,CDS,Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)
DH5a_AziR_reorientated_DnaA,3825089,3825776,<=,Uncharacterized tRNA/rRNA methyltransferase LasT,CDS,Uncharacterized tRNA/rRNA methyltransferase LasT
DH5a_AziR_reorientated_DnaA,3826411,3827128,=>,Aerobic respiration control response regulator,CDS,Aerobic respiration control response regulator ArcA
DH5a_AziR_reorientated_DnaA,3827187,3828540,<=,Inner membrane protein CreD,CDS,Inner membrane protein CreD
DH5a_AziR_reorientated_DnaA,3828597,3830022,<=,Sensory histidine kinase CreC of two-component,CDS,Sensory histidine kinase CreC of two-component signal transduction system CreBC
DH5a_AziR_reorientated_DnaA,3830021,3830711,<=,Response regulator CreB of two-component signal,CDS,Response regulator CreB of two-component signal transduction system CreBC
DH5a_AziR_reorientated_DnaA,3830723,3831197,<=,Conserved uncharacterized protein CreA,CDS,Conserved uncharacterized protein CreA
DH5a_AziR_reorientated_DnaA,3831407,3832277,=>,DNA-binding transcriptional dual regulator Rob,CDS,DNA-binding transcriptional dual regulator Rob
DH5a_AziR_reorientated_DnaA,3832273,3832921,<=,Phosphoglycerate mutase,CDS,Phosphoglycerate mutase (EC 5.4.2.11)
DH5a_AziR_reorientated_DnaA,3832963,3833485,=>,Inosine/xanthosine triphosphatase,CDS,Inosine/xanthosine triphosphatase
DH5a_AziR_reorientated_DnaA,3833631,3833958,<=,Transcriptional repressor protein TrpR,CDS,Transcriptional repressor protein TrpR
DH5a_AziR_reorientated_DnaA,3834047,3835985,<=,Soluble lytic murein transglycosylase,CDS,Soluble lytic murein transglycosylase (EC 4.2.2.n1)
DH5a_AziR_reorientated_DnaA,3836195,3837863,=>,Energy-dependent translational throttle protein,CDS,Energy-dependent translational throttle protein EttA
DH5a_AziR_reorientated_DnaA,3837969,3838137,<=,Putative regulatory protein,CDS,Putative regulatory protein
DH5a_AziR_reorientated_DnaA,3838170,3839403,<=,NadR transcriptional regulator / Nicotinamide-n,CDS,"NadR transcriptional regulator / Nicotinamide-nucleotide adenylyltransferase, NadR family (EC 2.7.7.1) / Ribosylnicotinamide kinase (EC 2.7.1.22)"
DH5a_AziR_reorientated_DnaA,3839423,3840806,<=,DNA repair protein RadA,CDS,DNA repair protein RadA
DH5a_AziR_reorientated_DnaA,3840854,3841823,<=,Phosphoserine phosphatase,CDS,Phosphoserine phosphatase (EC 3.1.3.3)
DH5a_AziR_reorientated_DnaA,3841928,3842573,=>,Protein Smp,CDS,Protein Smp
DH5a_AziR_reorientated_DnaA,3842600,3843617,=>,Lipoate-protein ligase A,CDS,Lipoate-protein ligase A
DH5a_AziR_reorientated_DnaA,3843617,3844949,<=,Putative kinase YjjJ,CDS,Putative kinase YjjJ
DH5a_AziR_reorientated_DnaA,3845115,3845835,<=,Purine nucleoside phosphorylase,CDS,Purine nucleoside phosphorylase (EC 2.4.2.1)
DH5a_AziR_reorientated_DnaA,3845891,3847115,<=,Phosphopentomutase,CDS,Phosphopentomutase (EC 5.4.2.7)
DH5a_AziR_reorientated_DnaA,3847166,3848489,<=,Thymidine phosphorylase,CDS,Thymidine phosphorylase (EC 2.4.2.4)
DH5a_AziR_reorientated_DnaA,3848615,3849395,<=,Deoxyribose-phosphate aldolase,CDS,Deoxyribose-phosphate aldolase (EC 4.1.2.4)
DH5a_AziR_reorientated_DnaA,3849551,3849677,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3849652,3851203,=>,Uncharacterized glycyl radical protein YjjI,CDS,Uncharacterized glycyl radical protein YjjI
DH5a_AziR_reorientated_DnaA,3851192,3851351,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3851303,3852038,=>,Uncharacterized radical SAM protein YjjW,CDS,Uncharacterized radical SAM protein YjjW
DH5a_AziR_reorientated_DnaA,3852457,3853237,<=,Putative deoxyribonuclease YjjV,CDS,Putative deoxyribonuclease YjjV
DH5a_AziR_reorientated_DnaA,3853233,3854307,<=,Uncharacterized protein YjjU,CDS,Uncharacterized protein YjjU
DH5a_AziR_reorientated_DnaA,3854428,3854590,<=,UPF0391 membrane protein YtjA,CDS,UPF0391 membrane protein YtjA
DH5a_AziR_reorientated_DnaA,3854716,3855322,<=,Osmotically inducible protein OsmY,CDS,Osmotically inducible protein OsmY
DH5a_AziR_reorientated_DnaA,3855714,3857331,<=,Peptide chain release factor 3,CDS,Peptide chain release factor 3
DH5a_AziR_reorientated_DnaA,3857394,3858072,<=,Pyrimidine 5'-nucleotidase YjjG,CDS,Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5)
DH5a_AziR_reorientated_DnaA,3858086,3858533,<=,Ribosomal-protein-S18p-alanine acetyltransferase,CDS,Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)
DH5a_AziR_reorientated_DnaA,3858501,3858915,<=,DNA polymerase III psi subunit,CDS,DNA polymerase III psi subunit (EC 2.7.7.7)
DH5a_AziR_reorientated_DnaA,3859017,3860049,=>,16S rRNA,CDS,16S rRNA (guanine(1207)-N(2))-methyltransferase (EC 2.1.1.172)
DH5a_AziR_reorientated_DnaA,3860677,3860953,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3861054,3861843,=>,Ferric reductase,CDS,Ferric reductase (1.6.99.14)
DH5a_AziR_reorientated_DnaA,3861880,3862558,<=,Transcriptional activator protein bglJ,CDS,Transcriptional activator protein bglJ
DH5a_AziR_reorientated_DnaA,3862515,3863241,<=,Putative regulatory protein,CDS,Putative regulatory protein
DH5a_AziR_reorientated_DnaA,3863805,3864630,=>,FIG023911: putative membrane protein,CDS,FIG023911: putative membrane protein
DH5a_AziR_reorientated_DnaA,3864620,3865094,=>,FIG001826: putative inner membrane protein,CDS,FIG001826: putative inner membrane protein
DH5a_AziR_reorientated_DnaA,3865200,3865740,=>,Primosomal protein I,CDS,Primosomal protein I
DH5a_AziR_reorientated_DnaA,3865742,3866480,=>,DNA replication helicase loader DnaC/DnaI,CDS,DNA replication helicase loader DnaC/DnaI
DH5a_AziR_reorientated_DnaA,3866528,3867023,=>,Putative glycoprotein/receptor,CDS,Putative glycoprotein/receptor
DH5a_AziR_reorientated_DnaA,3867276,3869568,=>,Phosphatidylglycerol--membrane-oligosaccharide,CDS,Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20)
DH5a_AziR_reorientated_DnaA,3869705,3870728,<=,L-galactonate-5-dehydrogenase,CDS,L-galactonate-5-dehydrogenase
DH5a_AziR_reorientated_DnaA,3870866,3871781,=>,"Regulator of L-galactonate catabolism LgoR, Gnt",CDS,"Regulator of L-galactonate catabolism LgoR, GntR family"
DH5a_AziR_reorientated_DnaA,3871995,3873357,=>,L-galactonate transporter,CDS,L-galactonate transporter
DH5a_AziR_reorientated_DnaA,3873405,3875061,<=,Methyl-accepting chemotaxis protein I,CDS,Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)
DH5a_AziR_reorientated_DnaA,3875438,3877589,=>,Pyruvate:H+ symporter BtsT,CDS,Pyruvate:H+ symporter BtsT
DH5a_AziR_reorientated_DnaA,3877638,3877842,=>,Uncharacterized proteins YbdD and YjiX,CDS,Uncharacterized proteins YbdD and YjiX
DH5a_AziR_reorientated_DnaA,3877852,3878809,=>,Metal-binding GTPase YjiA,CDS,Metal-binding GTPase YjiA
DH5a_AziR_reorientated_DnaA,3878854,3879769,<=,Mrr restriction system protein,CDS,Mrr restriction system protein
DH5a_AziR_reorientated_DnaA,3879956,3881045,=>,Type I restriction enzyme EcoKI restriction pro,CDS,Type I restriction enzyme EcoKI restriction protein (EC 3.1.21.3)
DH5a_AziR_reorientated_DnaA,3881120,3883469,=>,Type I restriction enzyme EcoKI restriction pro,CDS,Type I restriction enzyme EcoKI restriction protein (EC 3.1.21.3)
DH5a_AziR_reorientated_DnaA,3883669,3885259,=>,Type I restriction enzyme EcoKI methylase protein,CDS,Type I restriction enzyme EcoKI methylase protein (EC 2.1.1.72)
DH5a_AziR_reorientated_DnaA,3885255,3886650,=>,Type-1 restriction enzyme EcoKI specificity pro,CDS,Type-1 restriction enzyme EcoKI specificity protein
DH5a_AziR_reorientated_DnaA,3886877,3887219,=>,Toxic protein SymE,CDS,Toxic protein SymE
DH5a_AziR_reorientated_DnaA,3887362,3888760,=>,5-methylcytosine-specific restriction enzyme McrB,CDS,5-methylcytosine-specific restriction enzyme McrB
DH5a_AziR_reorientated_DnaA,3888759,3889806,=>,"Protein McrC, which modifies the specificity of",CDS,"Protein McrC, which modifies the specificity of McrB restriction"
DH5a_AziR_reorientated_DnaA,3889862,3892583,<=,DEAD-box helicase-related protein,CDS,DEAD-box helicase-related protein
DH5a_AziR_reorientated_DnaA,3892661,3892793,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3892786,3894304,<=,Putative uncharacterized protein YjiT,CDS,Putative uncharacterized protein YjiT
DH5a_AziR_reorientated_DnaA,3894802,3894967,<=,Uncharacterized protein YjiS,CDS,Uncharacterized protein YjiS
DH5a_AziR_reorientated_DnaA,3895143,3896556,=>,"DNA-binding transcriptional regulator, MocR fam",CDS,"DNA-binding transcriptional regulator, MocR family / aminotransferase domain"
DH5a_AziR_reorientated_DnaA,3896799,3897360,<=,Uncharacterized protein YjiPQ,CDS,Uncharacterized protein YjiPQ
DH5a_AziR_reorientated_DnaA,3897408,3897720,<=,Uncharacterized protein YjiPQ,CDS,Uncharacterized protein YjiPQ
DH5a_AziR_reorientated_DnaA,3897690,3897924,=>,putatitve membrane protein,CDS,putatitve membrane protein
DH5a_AziR_reorientated_DnaA,3898198,3899431,=>,Multidrug efflux pump MdtM,CDS,Multidrug efflux pump MdtM (of MFS type)
DH5a_AziR_reorientated_DnaA,3899471,3900752,=>,Uncharacterized inner membrane protein YjiN,CDS,Uncharacterized inner membrane protein YjiN
DH5a_AziR_reorientated_DnaA,3900867,3902019,=>,Uncharacterized protein YjiM,CDS,Uncharacterized protein YjiM
DH5a_AziR_reorientated_DnaA,3902028,3902796,=>,Uncharacterized protein YjiL,CDS,Uncharacterized protein YjiL
DH5a_AziR_reorientated_DnaA,3902792,3903050,=>,Hypothetical protein b4563,CDS,Hypothetical protein b4563
DH5a_AziR_reorientated_DnaA,3903003,3903975,=>,Uncharacterized integral membrane protein YjiK,CDS,Uncharacterized integral membrane protein YjiK
DH5a_AziR_reorientated_DnaA,3904042,3905221,=>,Uncharacterized integral membrane protein YjiJ,CDS,Uncharacterized integral membrane protein YjiJ
DH5a_AziR_reorientated_DnaA,3905233,3905788,<=,RNA:NAD 2'-phosphotransferase,CDS,RNA:NAD 2'-phosphotransferase
DH5a_AziR_reorientated_DnaA,3905816,3906008,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3906037,3906721,=>,Uncharacterized protein YjiH,CDS,Uncharacterized protein YjiH
DH5a_AziR_reorientated_DnaA,3906717,3907179,=>,Inner membrane protein YjiG,CDS,Inner membrane protein YjiG
DH5a_AziR_reorientated_DnaA,3907191,3908364,=>,Isoaspartyl aminopeptidase,CDS,Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase
DH5a_AziR_reorientated_DnaA,3908428,3909340,=>,LysR-family transcriptional regulator YjiE,CDS,LysR-family transcriptional regulator YjiE
DH5a_AziR_reorientated_DnaA,3909332,3909725,<=,YjiD protein,CDS,YjiD protein
DH5a_AziR_reorientated_DnaA,3909690,3909825,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3909920,3910064,<=,orf,CDS,orf; Unknown function
DH5a_AziR_reorientated_DnaA,3910397,3911228,=>,Uncharacterized protein YjiC,CDS,Uncharacterized protein YjiC
DH5a_AziR_reorientated_DnaA,3911368,3912142,<=,Uxu operon transcriptional regulator,CDS,Uxu operon transcriptional regulator
DH5a_AziR_reorientated_DnaA,3912140,3912335,=>,FIG00638239: hypothetical protein,CDS,FIG00638239: hypothetical protein
DH5a_AziR_reorientated_DnaA,3912356,3913817,<=,D-mannonate oxidoreductase,CDS,D-mannonate oxidoreductase (EC 1.1.1.57)
DH5a_AziR_reorientated_DnaA,3913897,3915082,<=,Mannonate dehydratase,CDS,Mannonate dehydratase (EC 4.2.1.8)
DH5a_AziR_reorientated_DnaA,3915421,3916765,=>,Fructuronate transporter GntP,CDS,Fructuronate transporter GntP
DH5a_AziR_reorientated_DnaA,3917007,3917910,<=,Protein FimH,CDS,"Protein FimH (regulates length and adhesion of type 1 fimbriae, and mediates mannose binding)"
DH5a_AziR_reorientated_DnaA,3917929,3918433,<=,Protein FimG,CDS,Protein FimG (regulates length and adhesion of type 1 fimbriae)
DH5a_AziR_reorientated_DnaA,3918445,3918976,<=,Protein FimF,CDS,Protein FimF (regulates length and adhesion of type 1 fimbriae)
DH5a_AziR_reorientated_DnaA,3918985,3921622,<=,Outer membrane usher protein FimD,CDS,Outer membrane usher protein FimD
DH5a_AziR_reorientated_DnaA,3921688,3922414,<=,Chaperone protein FimC,CDS,Chaperone protein FimC
DH5a_AziR_reorientated_DnaA,3922450,3922948,<=,Fimbrin-like protein FimI,CDS,Fimbrin-like protein FimI
DH5a_AziR_reorientated_DnaA,3923054,3923603,<=,"Type-1 fimbrial protein, A chain",CDS,"Type-1 fimbrial protein, A chain"
DH5a_AziR_reorientated_DnaA,3924084,3924690,<=,Type 1 fimbriae regulatory protein FimE,CDS,Type 1 fimbriae regulatory protein FimE
DH5a_AziR_reorientated_DnaA,3924691,3925069,<=,IS1 protein InsB,CDS,IS1 protein InsB
DH5a_AziR_reorientated_DnaA,3925113,3925389,<=,IS1 protein InsA,CDS,IS1 protein InsA
DH5a_AziR_reorientated_DnaA,3925934,3926537,<=,Type 1 fimbriae regulatory protein FimB,CDS,Type 1 fimbriae regulatory protein FimB
DH5a_AziR_reorientated_DnaA,3927189,3927327,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3927992,3928709,=>,N-acetylneuraminic acid outer membrane channel,CDS,N-acetylneuraminic acid outer membrane channel protein NanC
DH5a_AziR_reorientated_DnaA,3928728,3929835,=>,N-acetylneuraminate epimerase,CDS,N-acetylneuraminate epimerase (EC 5.1.3.24)
DH5a_AziR_reorientated_DnaA,3929899,3930880,=>,Probable 9-O-acetyl-N-acetylneuraminic acid dea,CDS,Probable 9-O-acetyl-N-acetylneuraminic acid deacetylase
DH5a_AziR_reorientated_DnaA,3931462,3932479,<=,Putative superfamily I DNA helicases,CDS,Putative superfamily I DNA helicases
DH5a_AziR_reorientated_DnaA,3932445,3932655,<=,superfamily I DNA helicase,CDS,superfamily I DNA helicase
DH5a_AziR_reorientated_DnaA,3932818,3932950,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3933440,3933698,=>,UPF0386 protein YjhX,CDS,UPF0386 protein YjhX
DH5a_AziR_reorientated_DnaA,3933709,3934255,=>,Acetyltransferase,CDS,Acetyltransferase
DH5a_AziR_reorientated_DnaA,3934310,3935057,=>,SAM-dependent methyltransferase,CDS,SAM-dependent methyltransferase
DH5a_AziR_reorientated_DnaA,3935842,3936964,=>,Putative sgc region protein sgcX,CDS,Putative sgc region protein sgcX
DH5a_AziR_reorientated_DnaA,3936960,3937239,=>,"PTS system, IIB component",CDS,"PTS system, IIB component"
DH5a_AziR_reorientated_DnaA,3937250,3938564,=>,"PTS system, IIC component",CDS,"PTS system, IIC component"
DH5a_AziR_reorientated_DnaA,3938576,3939383,=>,Uncharacterized protein STM1615,CDS,Uncharacterized protein STM1615
DH5a_AziR_reorientated_DnaA,3939513,3939945,=>,"PTS system, IIA component",CDS,"PTS system, IIA component"
DH5a_AziR_reorientated_DnaA,3939956,3940589,=>,Protein sgcE,CDS,Protein sgcE (EC 5.1.3.-)
DH5a_AziR_reorientated_DnaA,3940605,3941388,=>,Putative sgc region transcriptional regulator,CDS,Putative sgc region transcriptional regulator
DH5a_AziR_reorientated_DnaA,3941690,3942479,=>,Uncharacterized HTH-type transcriptional regula,CDS,"Uncharacterized HTH-type transcriptional regulator YjhI, IclR family"
DH5a_AziR_reorientated_DnaA,3942483,3943389,=>,Uncharacterized lyase YjhH,CDS,Uncharacterized lyase YjhH
DH5a_AziR_reorientated_DnaA,3943399,3945367,=>,Uncharacterized dehydratase YjhG,CDS,Uncharacterized dehydratase YjhG
DH5a_AziR_reorientated_DnaA,3945473,3946823,=>,"Gluconate permease, Bsu4004 homolog",CDS,"Gluconate permease, Bsu4004 homolog"
DH5a_AziR_reorientated_DnaA,3947009,3947132,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3947169,3948156,=>,"Uncharacterized transcriptional regulator YjhU,",CDS,"Uncharacterized transcriptional regulator YjhU, SorC family"
DH5a_AziR_reorientated_DnaA,3948269,3948479,<=,IS1 protein InsB,CDS,IS1 protein InsB
DH5a_AziR_reorientated_DnaA,3948479,3948773,<=,IS1 protein InsB,CDS,IS1 protein InsB
DH5a_AziR_reorientated_DnaA,3949258,3949780,=>,RNA polymerase sigma factor FecI,CDS,RNA polymerase sigma factor FecI
DH5a_AziR_reorientated_DnaA,3949776,3950730,=>,Iron,CDS,Iron(III) dicitrate transmembrane sensor protein FecR
DH5a_AziR_reorientated_DnaA,3950816,3953141,=>,Iron,CDS,Iron(III) dicitrate transport protein FecA
DH5a_AziR_reorientated_DnaA,3953185,3954088,=>,Iron,CDS,"Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)"
DH5a_AziR_reorientated_DnaA,3954084,3955083,=>,Iron,CDS,Iron(III) dicitrate transport system permease protein FecC (TC 3.A.1.14.1)
DH5a_AziR_reorientated_DnaA,3955079,3956036,=>,Iron,CDS,Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)
DH5a_AziR_reorientated_DnaA,3956068,3956209,<=,FIG00638432: hypothetical protein,CDS,FIG00638432: hypothetical protein
DH5a_AziR_reorientated_DnaA,3956192,3956804,=>,Iron,CDS,Iron(III) dicitrate transport ATP-binding protein FecE (TC 3.A.1.14.1)
DH5a_AziR_reorientated_DnaA,3957360,3957618,<=,Putative uncharacterized protein b4286,CDS,Putative uncharacterized protein b4286
DH5a_AziR_reorientated_DnaA,3957700,3957943,<=,Transposase InsO for insertion sequence element,CDS,Transposase InsO for insertion sequence element IS911
DH5a_AziR_reorientated_DnaA,3957939,3958353,<=,Transposase InsO for insertion sequence element,CDS,Transposase InsO for insertion sequence element IS911
DH5a_AziR_reorientated_DnaA,3958551,3958920,=>,Insertion element IS600,CDS,Insertion element IS600 (Shigella sonnei) transposase
DH5a_AziR_reorientated_DnaA,3958876,3960028,=>,Transposase InsI for insertion sequence element,CDS,Transposase InsI for insertion sequence element IS30
DH5a_AziR_reorientated_DnaA,3960030,3960297,<=,Transposase InsN for insertion sequence element,CDS,Transposase InsN for insertion sequence element IS911
DH5a_AziR_reorientated_DnaA,3960384,3960588,<=,Uncharacterized MFS-type transporter,CDS,Uncharacterized MFS-type transporter
DH5a_AziR_reorientated_DnaA,3960610,3960868,=>,KpLE2 phage-like element,CDS,KpLE2 phage-like element; predicted protein (pseudogene)
DH5a_AziR_reorientated_DnaA,3960920,3961046,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3961088,3962207,<=,Uncharacterized oxidoreductase YjhC,CDS,Uncharacterized oxidoreductase YjhC
DH5a_AziR_reorientated_DnaA,3962218,3963436,<=,Putative metabolite transport protein YjhB,CDS,Putative metabolite transport protein YjhB
DH5a_AziR_reorientated_DnaA,3964062,3965391,=>,Transposase InsG for insertion sequence element,CDS,Transposase InsG for insertion sequence element IS4
DH5a_AziR_reorientated_DnaA,3965418,3965562,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3966702,3967062,=>,Putative phosphoethanolamine transferase YjgX,CDS,Putative phosphoethanolamine transferase YjgX
DH5a_AziR_reorientated_DnaA,3967019,3967451,=>,Putative phosphoethanolamine transferase YjgX,CDS,Putative phosphoethanolamine transferase YjgX
DH5a_AziR_reorientated_DnaA,3967574,3967817,=>,Putative phosphoethanolamine transferase YjgX,CDS,Putative phosphoethanolamine transferase YjgX
DH5a_AziR_reorientated_DnaA,3967993,3968899,<=,Transposase InsD for insertion element IS2,CDS,Transposase InsD for insertion element IS2
DH5a_AziR_reorientated_DnaA,3968856,3969222,<=,Transposase InsC for insertion element IS2,CDS,Transposase InsC for insertion element IS2
DH5a_AziR_reorientated_DnaA,3969553,3970744,<=,Prophage P4 integrase,CDS,Prophage P4 integrase
DH5a_AziR_reorientated_DnaA,3970772,3970967,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3971284,3972304,=>,Cinnamyl alcohol dehydrogenase/reductase,CDS,Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195) @ Alcohol dehydrogenase (EC 1.1.1.1)
DH5a_AziR_reorientated_DnaA,3972307,3972871,<=,Gluconokinase,CDS,Gluconokinase (EC 2.7.1.12)
DH5a_AziR_reorientated_DnaA,3973087,3974119,=>,L-idonate 5-dehydrogenase,CDS,L-idonate 5-dehydrogenase (EC 1.1.1.264)
DH5a_AziR_reorientated_DnaA,3974142,3974907,=>,5-keto-D-gluconate 5-reductase,CDS,5-keto-D-gluconate 5-reductase (EC 1.1.1.69)
